"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"15/03/2022","72,84","72,82","-2,87","71,44","73,32","3,15B"
"14/03/2022","77,74","74,97","-5,36","74,69","77,92","2,80B"
"11/03/2022","79,75","79,22","-0,52","79,20","80,55","1,94B"
"10/03/2022","77,35","79,64","3,30","77,00","79,64","2,60B"
"09/03/2022","78,40","77,09","-2,63","75,76","78,41","3,15B"
"08/03/2022","84,32","79,17","-4,39","78,59","84,41","4,27B"
"07/03/2022","82,31","82,81","3,04","81,86","83,46","4,58B"
"04/03/2022","77,77","80,36","2,28","77,33","80,46","2,42B"
"03/03/2022","78,97","78,57","0,05","78,42","79,80","3,05B"
"02/03/2022","78,00","78,53","7,99","76,49","78,57","3,28B"
"25/02/2022","68,19","72,73","5,41","67,07","72,83","3,61B"
"24/02/2022","66,69","68,99","1,24","65,99","69,38","2,51B"
"23/02/2022","69,42","68,15","-1,05","67,42","69,62","1,67B"
"22/02/2022","68,32","68,87","1,73","67,62","68,88","1,61B"
"21/02/2022","68,25","67,70","0,08","67,38","69,35","999,03M"
"18/02/2022","68,12","67,64","0,21","67,33","68,59","1,53B"
"17/02/2022","70,02","67,50","-4,30","67,28","70,14","2,47B"
"16/02/2022","70,49","70,54","0,73","70,22","71,42","1,47B"
"15/02/2022","70,16","70,02","-2,97","69,12","70,88","2,08B"
"14/02/2022","71,80","72,17","-0,44","71,58","72,64","1,64B"
"11/02/2022","73,58","72,48","-2,02","72,19","73,61","2,52B"
"10/02/2022","72,86","73,98","2,69","72,53","74,46","3,53B"
"09/02/2022","70,93","72,04","0,02","70,40","72,35","1,78B"
"08/02/2022","71,28","72,03","1,40","70,54","72,10","1,90B"
"07/02/2022","69,47","71,03","2,44","69,47","71,12","1,76B"
"04/02/2022","67,58","69,34","2,60","67,42","69,49","1,69B"
"03/02/2022","68,01","67,58","-0,05","67,24","68,39","1,30B"
"02/02/2022","67,38","67,61","0,56","66,77","68,01","1,18B"
"01/02/2022","64,23","67,23","5,49","64,13","67,25","1,59B"
"31/01/2022","65,37","63,73","-3,33","63,73","65,37","2,02B"
"28/01/2022","67,45","65,93","-0,98","65,28","68,05","1,89B"
"27/01/2022","66,99","66,59","0,23","65,63","67,35","1,40B"
"26/01/2022","67,70","66,44","0,29","66,06","68,22","1,73B"
"25/01/2022","66,25","66,25","0,23","65,45","67,03","1,49B"
"24/01/2022","65,96","66,10","-1,22","64,69","66,17","1,90B"
"21/01/2022","68,15","66,92","-2,08","66,47","68,35","2,20B"
"20/01/2022","69,98","68,34","-1,70","68,28","70,12","1,57B"
"19/01/2022","69,73","69,52","2,20","69,26","70,14","2,04B"
"18/01/2022","66,66","68,02","2,45","66,58","68,47","1,63B"
"17/01/2022","66,20","66,40","-0,52","66,20","66,67","643,60M"
"14/01/2022","65,98","66,74","0,58","65,34","66,93","1,40B"
"13/01/2022","66,86","66,36","-1,52","65,96","67,17","1,54B"
"12/01/2022","68,16","67,38","1,09","66,93","68,23","1,85B"
"11/01/2022","65,79","66,66","1,90","65,66","67,11","1,89B"
"10/01/2022","65,01","65,41","-1,19","64,86","66,41","1,64B"
"07/01/2022","63,36","66,20","5,82","62,88","66,20","2,28B"
"06/01/2022","61,98","62,56","2,02","61,72","63,32","1,30B"
"05/01/2022","60,98","61,32","0,95","60,79","62,01","1,35B"
"04/01/2022","61,87","60,75","-1,18","60,61","62,32","1,11B"
"03/01/2022","62,26","61,47","0,05","61,47","63,02","1,15B"
"30/12/2021","61,46","61,44","0,92","61,16","62,24","1,64B"
"29/12/2021","60,20","60,88","0,59","60,17","61,46","738,38M"
"28/12/2021","61,87","60,53","-2,72","60,35","61,89","1,15B"
"27/12/2021","62,16","62,22","-0,25","61,68","62,61","707,72M"
"23/12/2021","63,01","62,38","-0,96","62,10","63,10","820,61M"
"22/12/2021","62,96","62,99","-0,52","61,93","63,17","1,17B"
"21/12/2021","62,89","63,32","2,63","62,38","63,36","1,23B"
"20/12/2021","61,47","61,69","-1,12","60,90","62,18","1,18B"
"17/12/2021","62,97","62,39","-1,58","62,32","63,58","2,41B"
"16/12/2021","62,26","63,40","3,91","61,83","63,41","1,66B"
"15/12/2021","61,54","61,01","-0,57","60,05","61,61","1,34B"
"14/12/2021","61,88","61,35","-0,01","60,87","62,17","1,30B"
"13/12/2021","61,08","61,36","2,92","60,99","62,05","1,61B"
"10/12/2021","59,50","59,62","0,63","58,98","60,05","1,00B"
"09/12/2021","59,02","59,25","-0,77","58,67","59,86","1,00B"
"08/12/2021","60,68","59,71","-0,75","59,09","60,68","1,45B"
"07/12/2021","61,69","60,16","0,74","59,97","62,90","2,27B"
"06/12/2021","57,43","59,71","5,43","56,71","59,89","1,70B"
"03/12/2021","57,60","56,64","-2,20","55,96","58,59","1,96B"
"02/12/2021","55,93","57,92","4,64","55,25","57,97","1,42B"
"01/12/2021","56,19","55,35","0,40","55,14","56,70","1,58B"
"30/11/2021","54,38","55,13","0,65","54,14","56,33","2,35B"
"29/11/2021","55,39","54,77","1,25","54,51","55,64","998,93M"
"26/11/2021","53,20","54,10","-2,64","53,20","54,66","1,22B"
"25/11/2021","56,18","55,56","-0,68","55,01","56,18","952,98M"
"24/11/2021","55,25","55,94","2,32","54,78","55,94","1,15B"
"23/11/2021","55,65","54,67","2,63","54,54","56,72","1,68B"
"22/11/2021","51,66","53,27","5,56","51,35","54,40","2,39B"
"19/11/2021","49,86","50,46","2,73","49,50","51,07","1,35B"
"18/11/2021","50,60","49,12","-4,11","48,74","50,95","2,54B"
"17/11/2021","52,80","51,23","-2,01","51,23","53,36","1,33B"
"16/11/2021","53,59","52,28","-2,88","52,16","53,65","905,99M"
"12/11/2021","52,95","53,83","0,43","52,81","54,84","1,33B"
"11/11/2021","53,95","53,60","3,53","53,28","54,58","1,55B"
"10/11/2021","50,92","51,77","-0,38","50,75","52,24","1,16B"
"09/11/2021","53,00","51,97","-2,46","51,41","53,04","1,09B"
"08/11/2021","50,75","53,28","5,44","50,70","53,71","1,46B"
"05/11/2021","52,35","50,53","-2,97","50,44","52,54","1,82B"
"04/11/2021","52,72","52,07","-1,14","51,72","53,29","1,56B"
"03/11/2021","55,64","52,67","-7,59","52,50","55,88","4,10B"
"01/11/2021","n/d","57,00","0,99","56,07","57,42","1,00B"
"29/10/2021","57,55","56,44","-2,84","55,97","57,66","1,70B"
"28/10/2021","58,67","58,08","-1,01","57,97","58,86","1,31B"
"27/10/2021","59,88","58,67","-2,27","58,67","60,47","1,19B"
"26/10/2021","60,69","60,04","-1,06","59,95","60,74","1,00B"
"25/10/2021","60,84","60,68","1,21","60,19","61,13","1,08B"
"22/10/2021","58,85","59,96","1,22","58,82","60,76","2,11B"
"21/10/2021","58,71","59,23","-1,64","57,49","59,23","1,85B"
"20/10/2021","61,76","60,22","-3,28","60,12","61,76","1,65B"
"19/10/2021","62,83","62,26","-1,15","62,11","63,24","1,29B"
"18/10/2021","62,98","62,99","-0,94","61,85","63,36","1,30B"
"15/10/2021","62,65","63,58","1,87","62,50","63,80","1,64B"
"14/10/2021","63,04","62,42","0,00","62,36","63,24","1,50B"
"13/10/2021","63,68","62,42","-2,96","62,39","63,68","1,99B"
"11/10/2021","64,55","64,33","2,22","63,63","65,49","1,83B"
"08/10/2021","64,20","62,93","0,62","62,73","64,50","2,35B"
"07/10/2021","61,74","62,54","2,98","61,24","63,34","2,07B"
"06/10/2021","58,37","60,73","2,82","58,26","60,90","1,63B"
"05/10/2021","59,89","59,07","-0,72","59,07","59,97","1,29B"
"04/10/2021","60,36","59,49","-0,93","59,45","60,68","1,50B"
"01/10/2021","60,49","60,05","-0,05","59,64","60,93","1,37B"
"30/09/2021","61,00","60,09","0,58","59,68","61,74","2,37B"
"29/09/2021","59,71","59,74","1,27","58,99","60,53","2,38B"
"28/09/2021","61,06","58,99","-5,01","58,76","61,31","2,13B"
"27/09/2021","61,94","62,10","1,43","60,29","62,52","2,37B"
"24/09/2021","61,70","61,23","-1,55","60,68","62,09","1,62B"
"23/09/2021","62,42","62,19","0,00","61,17","63,32","2,94B"
"22/09/2021","62,90","62,19","3,55","61,76","63,88","3,86B"
"21/09/2021","60,47","60,05","0,97","58,91","60,47","1,92B"
"20/09/2021","59,11","59,48","-3,30","57,93","59,93","2,90B"
"17/09/2021","63,03","61,50","-2,02","60,74","63,39","4,57B"
"16/09/2021","64,56","62,77","-4,15","62,77","64,56","2,50B"
"15/09/2021","67,02","65,49","-2,50","65,49","67,42","2,30B"
"14/09/2021","67,93","67,17","-0,71","66,44","68,24","1,71B"
"13/09/2021","67,61","67,65","-0,05","67,07","67,82","1,27B"
"10/09/2021","68,19","67,69","0,12","67,69","68,67","1,22B"
"09/09/2021","67,94","67,61","-0,36","66,52","68,34","1,91B"
"08/09/2021","68,87","67,85","-2,08","67,61","69,06","1,53B"
"06/09/2021","69,17","69,29","-1,57","68,65","69,64","819,70M"
"03/09/2021","71,51","70,40","0,07","70,33","72,02","2,73B"
"02/09/2021","70,51","70,35","-0,31","69,90","71,39","1,72B"
"01/09/2021","69,51","70,57","0,17","68,34","71,10","1,45B"
"31/08/2021","70,68","70,45","-1,37","69,75","70,86","1,43B"
"30/08/2021","71,98","71,43","-0,64","71,36","72,56","930,72M"
"27/08/2021","n/d","71,88","2,50","70,61","72,11","1,33B"
"26/08/2021","71,03","70,13","-1,28","70,13","71,25","1,26B"
"25/08/2021","71,46","71,03","-0,21","70,36","71,72","1,07B"
"24/08/2021","70,95","71,18","3,65","70,75","72,30","2,12B"
"23/08/2021","69,65","68,68","-1,38","68,65","69,91","1,36B"
"20/08/2021","69,67","69,64","0,04","69,56","70,75","2,12B"
"19/08/2021","70,44","69,61","-5,71","69,46","71,59","4,20B"
"18/08/2021","75,49","73,83","-3,36","73,83","75,49","2,60B"
"17/08/2021","77,18","76,39","-1,65","75,43","78,05","1,78B"
"16/08/2021","76,56","77,67","0,46","75,62","77,75","1,67B"
"13/08/2021","78,32","77,32","-0,82","77,07","78,46","915,88M"
"12/08/2021","77,96","77,96","-0,06","77,70","78,52","1,16B"
"11/08/2021","78,67","78,01","-0,72","78,00","78,89","1,03B"
"10/08/2021","77,78","78,57","0,96","77,70","79,06","1,37B"
"09/08/2021","77,25","77,82","-0,63","76,87","78,14","1,66B"
"06/08/2021","78,42","78,32","0,57","78,17","79,17","1,51B"
"05/08/2021","78,27","77,87","-3,06","77,03","78,52","2,48B"
"04/08/2021","79,96","80,33","-0,11","79,69","80,85","1,51B"
"03/08/2021","78,37","80,42","3,41","78,13","80,69","2,92B"
"02/08/2021","79,17","77,77","0,16","77,77","79,51","1,80B"
"30/07/2021","81,04","77,65","-5,89","77,65","81,04","3,28B"
"29/07/2021","83,08","82,51","-1,47","81,92","83,93","2,52B"
"28/07/2021","82,46","83,74","2,73","82,28","83,96","2,09B"
"27/07/2021","82,60","81,52","-2,08","81,31","82,85","1,80B"
"26/07/2021","81,70","83,24","2,17","81,70","83,42","1,36B"
"23/07/2021","81,12","81,47","-0,51","80,53","81,74","1,06B"
"22/07/2021","81,16","81,89","0,26","80,45","81,89","978,51M"
"21/07/2021","80,50","81,67","1,15","80,32","82,01","1,60B"
"20/07/2021","80,07","80,74","0,84","78,68","80,76","1,04B"
"19/07/2021","79,96","80,07","-1,09","78,68","80,07","1,47B"
"16/07/2021","82,34","80,96","-1,80","80,67","82,72","1,56B"
"15/07/2021","82,09","82,44","0,31","81,74","82,93","1,50B"
"14/07/2021","83,00","82,19","-0,54","81,70","83,12","1,60B"
"13/07/2021","82,17","82,64","0,59","81,99","82,75","1,04B"
"12/07/2021","82,32","82,15","1,24","82,10","83,03","1,84B"
"08/07/2021","n/d","81,14","-0,39","79,60","81,75","1,56B"
"07/07/2021","81,96","81,46","0,29","81,39","82,51","1,75B"
"06/07/2021","81,03","81,22","0,53","80,44","81,64","1,54B"
"05/07/2021","81,32","80,79","-0,36","80,16","81,36","1,10B"
"02/07/2021","79,96","81,09","2,07","79,66","81,12","1,58B"
"01/07/2021","80,97","79,44","-1,74","79,07","81,64","1,76B"
"30/06/2021","79,84","80,85","0,66","79,73","81,59","1,29B"
"29/06/2021","78,96","80,32","1,73","78,96","80,71","1,57B"
"28/06/2021","80,84","78,96","-1,60","78,54","81,17","1,49B"
"25/06/2021","79,67","80,24","1,23","79,53","81,37","2,10B"
"24/06/2021","79,76","79,27","0,12","78,72","79,90","1,83B"
"23/06/2021","78,71","79,17","1,50","78,54","80,00","2,33B"
"22/06/2021","77,51","78,00","1,17","77,15","78,48","1,44B"
"21/06/2021","75,45","77,10","0,94","75,02","77,51","1,73B"
"18/06/2021","74,93","76,39","3,01","74,59","76,39","4,53B"
"17/06/2021","75,40","74,15","-2,08","73,45","76,44","2,50B"
"16/06/2021","78,07","75,73","-3,00","75,64","78,16","2,90B"
"15/06/2021","79,66","78,07","-1,95","77,90","79,73","1,61B"
"14/06/2021","80,46","79,63","-0,54","79,22","80,72","1,43B"
"11/06/2021","79,37","80,06","2,24","79,14","80,36","1,46B"
"10/06/2021","78,58","78,30","-0,33","77,75","79,38","2,12B"
"09/06/2021","77,02","78,56","2,07","76,46","79,36","1,76B"
"08/06/2021","78,76","76,97","-1,68","76,81","78,96","1,75B"
"07/06/2021","78,56","78,28","-0,97","77,51","78,88","1,78B"
"04/06/2021","80,17","79,05","-1,66","78,70","80,37","1,45B"
"02/06/2021","79,98","80,38","1,41","79,47","81,01","1,63B"
"01/06/2021","81,92","79,26","-1,38","79,26","82,63","2,51B"
"31/05/2021","78,77","80,37","2,86","78,77","80,45","1,42B"
"28/05/2021","77,80","78,14","0,54","76,62","78,95","1,95B"
"27/05/2021","77,58","77,72","0,90","76,86","78,49","4,30B"
"26/05/2021","74,48","77,02","2,76","74,24","77,25","2,03B"
"25/05/2021","77,22","74,96","-2,49","74,77","77,65","1,76B"
"24/05/2021","75,62","76,87","0,35","75,28","77,12","1,47B"
"21/05/2021","77,80","76,60","-1,54","75,97","77,90","2,09B"
"20/05/2021","78,21","77,80","-1,02","77,16","78,49","1,62B"
"19/05/2021","78,49","78,60","-2,05","76,91","78,97","2,56B"
"18/05/2021","80,22","80,24","1,01","79,26","80,80","2,17B"
"17/05/2021","78,07","79,45","2,62","77,84","79,70","2,06B"
"14/05/2021","77,86","77,42","-1,72","76,76","78,28","1,98B"
"13/05/2021","78,42","78,77","-1,61","77,53","79,98","2,70B"
"12/05/2021","82,63","80,06","-3,70","79,80","82,95","2,57B"
"11/05/2021","79,81","83,13","3,51","79,35","83,13","2,34B"
"10/05/2021","83,89","80,31","-0,66","80,31","84,34","3,18B"
"07/05/2021","81,60","80,84","0,35","79,96","81,61","1,74B"
"06/05/2021","78,38","80,56","3,92","78,06","80,66","3,04B"
"05/05/2021","78,42","77,52","0,55","77,30","79,00","2,03B"
"04/05/2021","76,29","77,09","1,51","76,09","77,77","1,60B"
"03/05/2021","76,81","75,94","-0,51","75,80","77,27","1,49B"
"30/04/2021","77,72","76,34","-2,62","76,34","78,12","2,82B"
"29/04/2021","78,56","78,39","0,03","77,65","79,09","1,54B"
"28/04/2021","77,42","78,37","1,63","76,55","78,72","1,60B"
"27/04/2021","76,24","77,11","1,43","75,99","77,44","1,84B"
"26/04/2021","76,99","76,02","0,54","75,73","77,51","1,28B"
"23/04/2021","75,03","75,62","1,66","74,54","75,69","957,55M"
"22/04/2021","75,09","74,38","0,07","73,06","75,09","1,46B"
"20/04/2021","75,59","74,33","-1,46","73,54","75,87","1,43B"
"19/04/2021","76,32","75,43","-0,87","75,37","76,94","1,76B"
"16/04/2021","76,07","76,09","0,43","75,27","76,40","1,32B"
"15/04/2021","76,09","75,77","1,13","75,31","76,94","1,47B"
"14/04/2021","72,80","74,92","3,90","72,66","75,47","2,84B"
"13/04/2021","72,75","72,11","-0,41","72,02","73,02","364,32M"
"12/04/2021","72,05","72,40","0,39","71,57","72,56","974,66M"
"09/04/2021","72,82","72,12","-1,44","72,08","73,28","1,36B"
"08/04/2021","73,48","73,17","-0,06","72,91","73,73","1,90B"
"07/04/2021","71,68","73,21","2,46","71,53","73,75","2,38B"
"06/04/2021","72,68","71,46","-1,30","71,46","73,21","1,60B"
"05/04/2021","69,90","72,39","6,16","69,88","72,70","2,56B"
"01/04/2021","68,97","68,19","-0,59","67,31","69,22","1,16B"
"31/03/2021","68,04","68,60","0,93","67,71","69,01","1,28B"
"30/03/2021","68,56","67,97","-0,93","67,63","68,97","1,22B"
"29/03/2021","67,22","68,61","2,56","67,13","68,94","1,76B"
"26/03/2021","65,64","66,89","3,34","65,39","67,03","1,77B"
"25/03/2021","65,15","64,73","-0,76","63,45","65,32","1,52B"
"24/03/2021","64,42","65,23","2,30","64,29","66,27","1,62B"
"23/03/2021","65,36","63,76","-2,31","63,76","65,67","1,31B"
"22/03/2021","65,48","65,27","-1,66","64,31","65,71","1,36B"
"19/03/2021","67,29","66,37","-1,44","65,43","67,33","2,55B"
"18/03/2021","68,41","67,33","-1,78","66,89","68,81","1,29B"
"17/03/2021","67,50","68,55","1,44","67,26","68,70","1,37B"
"16/03/2021","67,95","67,58","-0,32","67,23","68,51","1,29B"
"15/03/2021","67,57","67,79","-0,60","67,05","68,17","1,08B"
"12/03/2021","69,32","68,20","-2,31","67,72","69,63","1,44B"
"11/03/2021","69,31","69,81","2,62","68,77","70,09","1,82B"
"10/03/2021","68,27","68,03","-1,54","67,02","68,51","2,12B"
"09/03/2021","68,27","69,09","-1,00","67,14","69,54","2,78B"
"08/03/2021","69,46","69,79","-0,54","69,25","71,37","2,80B"
"05/03/2021","66,32","70,17","5,78","65,77","70,44","3,20B"
"04/03/2021","66,69","66,33","-1,49","65,43","68,10","3,23B"
"03/03/2021","68,44","67,33","-1,23","66,86","69,78","2,81B"
"02/03/2021","65,42","68,17","3,07","63,70","68,56","3,18B"
"01/03/2021","64,41","66,14","4,29","63,98","66,65","2,15B"
"26/02/2021","64,78","63,42","-1,24","63,08","65,55","2,74B"
"25/02/2021","66,22","64,22","-2,27","63,75","66,39","1,60B"
"24/02/2021","65,17","65,71","1,01","64,32","65,90","1,43B"
"23/02/2021","64,81","65,05","1,68","62,61","65,32","2,30B"
"22/02/2021","64,75","63,98","-2,48","63,73","65,75","3,13B"
"19/02/2021","65,22","65,60","0,38","64,63","66,32","1,64B"
"18/02/2021","65,32","65,35","1,09","64,43","66,02","2,16B"
"17/02/2021","64,42","64,65","2,62","63,87","64,90","1,88B"
"12/02/2021","62,48","63,00","0,85","61,86","63,16","925,78M"
"11/02/2021","64,06","62,47","-1,69","62,47","64,06","1,25B"
"10/02/2021","63,51","63,54","0,48","63,33","64,19","2,57B"
"09/02/2021","63,47","63,24","0,25","61,94","63,89","2,04B"
"08/02/2021","62,38","63,08","1,42","62,03","63,68","1,78B"
"05/02/2021","60,52","62,19","3,81","60,08","62,25","1,67B"
"04/02/2021","61,69","59,91","-1,26","59,78","62,31","1,82B"
"03/02/2021","59,62","60,68","3,16","59,45","61,34","2,08B"
"02/02/2021","60,51","58,82","-3,96","58,72","60,78","2,04B"
"01/02/2021","60,39","61,24","3,77","59,43","61,24","1,64B"
"29/01/2021","60,38","59,01","-3,46","58,90","60,96","1,88B"
"28/01/2021","59,18","61,12","2,13","59,11","61,29","2,16B"
"27/01/2021","60,65","59,85","-2,78","59,18","61,18","1,95B"
"26/01/2021","62,39","61,56","-1,52","61,30","63,18","1,55B"
"22/01/2021","61,72","62,51","-0,20","61,05","62,94","1,60B"
"21/01/2021","61,93","62,64","1,13","61,82","64,48","1,63B"
"20/01/2021","63,74","61,94","-1,85","60,94","63,84","1,27B"
"19/01/2021","63,41","63,11","-0,27","61,66","63,45","1,70B"
"18/01/2021","63,00","63,28","0,81","62,77","64,17","1,44B"
"15/01/2021","64,80","62,77","-4,35","62,53","65,22","2,01B"
"14/01/2021","65,23","65,62","1,64","64,88","66,33","1,36B"
"13/01/2021","66,34","64,56","-2,99","64,24","66,37","2,06B"
"12/01/2021","68,77","66,55","-2,74","66,55","68,85","1,93B"
"11/01/2021","67,26","68,42","-0,02","66,89","68,42","1,99B"
"08/01/2021","69,12","68,44","-0,31","65,89","69,34","3,96B"
"07/01/2021","64,82","68,65","7,02","64,82","68,79","4,98B"
"06/01/2021","63,73","64,15","2,81","63,34","64,65","3,45B"
"05/01/2021","61,37","62,40","1,68","60,74","62,40","2,11B"
"04/01/2021","59,95","61,37","4,59","59,62","61,38","2,30B"
"30/12/2020","58,50","58,68","0,44","58,14","58,77","1,76B"
"29/12/2020","59,02","58,42","-0,27","58,04","59,18","1,15B"
"28/12/2020","58,90","58,58","-0,06","58,43","59,43","1,53B"
"23/12/2020","58,06","58,62","0,48","57,97","58,73","1,03B"
"22/12/2020","58,28","58,33","0,09","57,32","58,37","1,12B"
"21/12/2020","57,80","58,28","-1,07","56,88","58,64","1,85B"
"18/12/2020","58,79","58,91","0,69","58,66","59,30","1,41B"
"17/12/2020","58,04","58,51","1,14","57,82","59,01","1,25B"
"16/12/2020","56,96","57,85","2,04","56,60","57,86","1,32B"
"15/12/2020","56,47","56,70","1,14","56,37","57,29","1,07B"
"14/12/2020","57,17","56,06","-1,54","55,66","57,18","1,18B"
"11/12/2020","56,78","56,94","-0,16","56,63","57,22","1,43B"
"10/12/2020","56,13","57,03","2,78","55,82","57,18","2,34B"
"09/12/2020","55,76","55,49","-0,24","55,17","56,25","1,50B"
"08/12/2020","55,67","55,62","-0,06","54,79","55,89","1,58B"
"07/12/2020","55,30","55,66","1,18","54,80","55,68","1,51B"
"04/12/2020","53,74","55,01","3,83","53,74","55,47","2,68B"
"03/12/2020","54,35","52,98","-1,10","52,74","54,38","1,88B"
"02/12/2020","54,28","53,57","-1,74","51,87","54,52","2,86B"
"01/12/2020","53,56","54,52","4,17","53,17","54,68","3,32B"
"30/11/2020","52,91","52,33","-0,56","51,74","53,25","2,54B"
"27/11/2020","51,66","52,63","2,44","51,51","52,86","2,56B"
"26/11/2020","50,60","51,38","1,42","50,59","51,40","1,04B"
"25/11/2020","49,52","50,66","0,93","49,39","50,93","1,82B"
"24/11/2020","47,67","50,19","4,92","47,09","50,25","2,45B"
"23/11/2020","46,17","47,83","4,16","45,96","47,85","1,82B"
"20/11/2020","45,58","45,92","1,06","45,26","45,92","1,05B"
"19/11/2020","44,76","45,44","1,91","44,60","45,44","1,17B"
"18/11/2020","44,95","44,59","-0,78","44,33","45,22","1,02B"
"17/11/2020","43,48","44,93","3,16","43,48","45,69","2,80B"
"16/11/2020","42,61","43,56","2,64","42,25","43,84","3,91B"
"13/11/2020","42,09","42,44","0,92","42,01","42,64","1,06B"
"12/11/2020","42,65","42,05","-1,46","41,91","42,79","1,00B"
"11/11/2020","42,39","42,67","0,70","42,27","42,89","1,10B"
"10/11/2020","42,43","42,38","-0,05","42,06","42,67","2,29B"
"09/11/2020","43,04","42,40","0,00","42,18","43,12","1,61B"
"06/11/2020","41,85","42,40","1,02","41,83","42,91","1,13B"
"05/11/2020","41,80","41,97","1,58","41,23","42,31","1,07B"